Jahr,Nation bisher,Kontinent bisher,Geschlecht,Altersklasse,Einbuergerungen
2016,Sri Lanka,Asien,W,40-59,7
2016,Moldova,Europa,M,0-19,1
2016,Peru,Amerika,W,20-39,6
2016,Aethiopien,Afrika,W,0-19,1
2016,Kosovo,Europa,W,40-59,9
2016,Serbien,Europa,M,60-79,1
2016,Slowakei,Europa,W,20-39,2
2016,Grossbritannien,Europa,W,0-19,2
2016,Aethiopien,Afrika,M,40-59,1
2016,Tschechische Republik,Europa,M,20-39,1
2016,Tunesien,Afrika,M,20-39,6
2016,Spanien,Europa,W,40-59,14
2016,Pakistan,Asien,M,40-59,8
2016,Brasilien,Amerika,W,0-19,1
2016,Pakistan,Asien,M,0-19,12
2016,Sudan,Afrika,M,40-59,3
2016,Tansania,Afrika,W,20-39,1
2016,Pakistan,Asien,M,20-39,5
2016,Staat unbekannt,Unzuteilbar,M,40-59,4
2016,Sri Lanka,Asien,M,20-39,13
2016,Peru,Amerika,M,0-19,3
2016,Afghanistan,Asien,M,0-19,5
2016,Costa Rica,Amerika,W,20-39,2
2016,USA,Amerika,M,20-39,6
2016,Australien,Ozeanien,M,20-39,1
2016,Libanon,Asien,W,20-39,1
2016,Angola,Afrika,M,0-19,3
2016,Finnland,Europa,W,0-19,3
2016,Deutschland,Europa,W,80-99,2
2016,Griechenland,Europa,W,40-59,5
2016,Ghana,Afrika,M,60-79,1
2016,Oesterreich,Europa,M,0-19,1
2016,Serbien,Europa,W,40-59,14
2016,Angola,Afrika,M,40-59,1
2016,Deutschland,Europa,W,20-39,80
2016,Bangladesch,Asien,M,40-59,6
2016,Jemen,Asien,W,0-19,2
2016,Dominikanische Republik,Amerika,W,40-59,2
2016,Ghana,Afrika,W,0-19,3
2016,Haiti,Amerika,W,20-39,1
2016,Ecuador,Amerika,W,40-59,3
2016,Tunesien,Afrika,W,0-19,6
2016,Aethiopien,Afrika,W,20-39,2
2016,Tunesien,Afrika,W,40-59,3
2016,Neuseeland,Ozeanien,M,20-39,1
2016,Spanien,Europa,M,0-19,8
2016,Tunesien,Afrika,W,20-39,1
2016,Belgien,Europa,W,20-39,2
2016,Algerien,Afrika,W,0-19,2
2016,Australien,Ozeanien,M,0-19,2
2016,Italien,Europa,W,60-79,4
2016,Jordanien,Asien,M,20-39,2
2016,Dominikanische Republik,Amerika,M,40-59,2
2016,Serbien,Europa,W,60-79,2
2016,Bolivien,Amerika,M,40-59,1
2016,Mali,Afrika,W,0-19,1
2016,Ungarn,Europa,W,20-39,2
2016,Serbien,Europa,W,20-39,26
2016,Syrien,Asien,M,0-19,4
2016,Ungarn,Europa,M,40-59,5
2016,Estland,Europa,W,0-19,1
2016,Lettland,Europa,W,20-39,1
2016,Philippinen,Asien,W,0-19,1
2016,Serbien,Europa,M,20-39,16
2016,Italien,Europa,M,60-79,15
2016,Somalia,Afrika,M,0-19,4
2016,Libyen,Afrika,W,20-39,1
2016,Chile,Amerika,M,40-59,1
2016,Frankreich,Europa,W,0-19,8
2016,Griechenland,Europa,M,0-19,4
2016,Venezuela,Amerika,W,40-59,2
2016,Aegypten,Afrika,M,40-59,5
2016,Angola,Afrika,W,20-39,2
2016,Ghana,Afrika,M,40-59,1
2016,USA,Amerika,W,20-39,9
2016,Chile,Amerika,W,20-39,1
2016,Irak,Asien,W,20-39,3
2016,Philippinen,Asien,W,20-39,4
2016,Deutschland,Europa,M,0-19,65
2016,Aethiopien,Afrika,M,20-39,2
2016,Marokko,Afrika,W,0-19,8
2016,Argentinien,Amerika,M,0-19,3
2016,Irak,Asien,W,60-79,1
2016,Kosovo,Europa,M,20-39,37
2016,Russland,Europa,W,60-79,2
2016,Deutschland,Europa,M,60-79,16
2016,Israel,Asien,M,0-19,2
2016,Italien,Europa,W,20-39,28
2016,Belgien,Europa,M,80-99,1
2016,Indien,Asien,M,40-59,7
2016,Portugal,Europa,M,0-19,14
2016,Peru,Amerika,M,20-39,1
2016,Indonesien,Asien,M,20-39,1
2016,Schweden,Europa,W,60-79,1
2016,Ukraine,Europa,W,0-19,1
2016,Algerien,Afrika,W,40-59,1
2016,Afghanistan,Asien,W,20-39,3
2016,Russland,Europa,W,0-19,4
2016,Kuba,Amerika,M,0-19,1
2016,Kanada,Amerika,M,40-59,1
2016,Pakistan,Asien,W,20-39,5
2016,Lesotho,Afrika,W,20-39,1
2016,Somalia,Afrika,W,20-39,2
2016,Polen,Europa,W,20-39,8
2016,Aegypten,Afrika,W,20-39,1
2016,China,Asien,M,0-19,3
2016,Kosovo,Europa,M,60-79,1
2016,Peru,Amerika,W,40-59,3
2016,Russland,Europa,M,20-39,1
2016,Chinesisches Taipei,Asien,W,20-39,2
2016,Griechenland,Europa,M,60-79,1
2016,Aegypten,Afrika,M,20-39,2
2016,USA,Amerika,M,0-19,5
2016,Vietnam,Asien,W,0-19,3
2016,Suedafrika,Afrika,M,40-59,2
2016,Dominikanische Republik,Amerika,M,0-19,7
2016,Kasachstan,Asien,M,20-39,1
2016,Mazedonien,Europa,M,20-39,9
2016,Tuerkei,Europa,W,0-19,27
2016,Belgien,Europa,M,40-59,4
2016,Israel,Asien,W,60-79,1
2016,Spanien,Europa,W,60-79,4
2016,Montenegro,Europa,M,20-39,1
2016,Niederlande,Europa,W,20-39,3
2016,Kolumbien,Amerika,W,0-19,1
2016,Brasilien,Amerika,M,20-39,5
2016,Uganda,Afrika,W,20-39,1
2016,Nigeria,Afrika,W,40-59,1
2016,Sri Lanka,Asien,W,0-19,16
2016,Libanon,Asien,W,0-19,4
2016,Suedkorea,Asien,W,0-19,2
2016,Bangladesch,Asien,M,0-19,8
2016,Finnland,Europa,M,0-19,3
2016,Rumaenien,Europa,W,20-39,1
2016,Irak,Asien,W,0-19,12
2016,Ecuador,Amerika,M,40-59,4
2016,Kongo (Kinshasa),Afrika,W,0-19,4
2016,Daenemark,Europa,W,20-39,3
2016,Polen,Europa,M,40-59,4
2016,Algerien,Afrika,M,0-19,3
2016,Oesterreich,Europa,M,20-39,7
2016,China,Asien,W,40-59,5
2016,Kasachstan,Asien,W,40-59,1
2016,Slowenien,Europa,W,40-59,1
2016,Russland,Europa,M,0-19,5
2016,Liechtenstein,Europa,W,0-19,2
2016,Daenemark,Europa,W,0-19,1
2016,Italien,Europa,W,40-59,43
2016,Philippinen,Asien,M,40-59,1
2016,Tuerkei,Europa,W,60-79,2
2016,Philippinen,Asien,M,0-19,1
2016,Malaysia,Asien,W,40-59,1
2016,Kamerun,Afrika,W,40-59,1
2016,Staat unbekannt,Unzuteilbar,M,20-39,1
2016,Gambia,Afrika,M,40-59,3
2016,Japan,Asien,W,40-59,1
2016,Libanon,Asien,M,0-19,1
2016,Somalia,Afrika,W,60-79,1
2016,Daenemark,Europa,M,40-59,1
2016,Ukraine,Europa,W,40-59,7
2016,Vietnam,Asien,M,40-59,5
2016,Griechenland,Europa,W,0-19,1
2016,Chile,Amerika,W,40-59,2
2016,Kroatien,Europa,W,60-79,1
2016,Chile,Amerika,W,0-19,1
2016,Chile,Amerika,M,20-39,1
2016,Schweden,Europa,W,20-39,4
2016,Syrien,Asien,M,20-39,1
2016,Kroatien,Europa,M,20-39,5
2016,Thailand,Asien,M,40-59,2
2016,Kuba,Amerika,W,20-39,3
2016,Chinesisches Taipei,Asien,W,40-59,1
2016,Bosnien und Herzegowina,Europa,W,0-19,5
2016,Montenegro,Europa,W,0-19,1
2016,Portugal,Europa,M,20-39,12
2016,Kamerun,Afrika,W,20-39,2
2016,Belarus,Europa,W,20-39,1
2016,Pakistan,Asien,W,40-59,2
2016,Haiti,Amerika,W,0-19,1
2016,Bulgarien,Europa,M,20-39,1
2016,Kamerun,Afrika,M,0-19,2
2016,Marokko,Afrika,M,20-39,6
2016,Bosnien und Herzegowina,Europa,M,40-59,2
2016,Thailand,Asien,M,20-39,3
2016,Luxemburg,Europa,W,0-19,1
2016,Peru,Amerika,W,0-19,2
2016,Venezuela,Amerika,W,20-39,1
2016,Ukraine,Europa,M,20-39,2
2016,Tschechische Republik,Europa,W,0-19,1
2016,Bulgarien,Europa,W,0-19,4
2016,Portugal,Europa,W,40-59,9
2016,USA,Amerika,W,0-19,8
2016,Vietnam,Asien,M,0-19,4
2016,Grossbritannien,Europa,W,40-59,7
2016,Elfenbeinkueste,Afrika,M,0-19,1
2016,Elfenbeinkueste,Afrika,M,20-39,1
2016,Irak,Asien,M,40-59,7
2016,Somalia,Afrika,W,40-59,2
2016,Kosovo,Europa,M,0-19,27
2016,Staat unbekannt,Unzuteilbar,W,0-19,1
2016,Kenia,Afrika,M,40-59,2
2016,Bolivien,Amerika,W,40-59,3
2016,Indien,Asien,M,20-39,3
2016,Estland,Europa,M,40-59,1
2016,Niederlande,Europa,W,0-19,6
2016,USA,Amerika,M,60-79,3
2016,Belgien,Europa,M,20-39,1
2016,Ungarn,Europa,W,0-19,2
2016,Aethiopien,Afrika,W,40-59,2
2016,Finnland,Europa,W,20-39,5
2016,Chile,Amerika,M,0-19,2
2016,Indien,Asien,W,0-19,7
2016,Dominikanische Republik,Amerika,M,20-39,2
2016,Ecuador,Amerika,W,20-39,5
2016,Griechenland,Europa,W,20-39,3
2016,Italien,Europa,M,40-59,53
2016,Australien,Ozeanien,W,20-39,1
2016,Kroatien,Europa,M,40-59,2
2016,Sri Lanka,Asien,M,40-59,6
2016,Chile,Amerika,W,60-79,2
2016,Libanon,Asien,M,40-59,2
2016,Liechtenstein,Europa,W,40-59,3
2016,Israel,Asien,W,0-19,1
2016,Niederlande,Europa,M,40-59,4
2016,Afghanistan,Asien,M,20-39,7
2016,Uruguay,Amerika,W,40-59,1
2016,Grossbritannien,Europa,M,60-79,3
2016,Bulgarien,Europa,M,0-19,1
2016,Tschechische Republik,Europa,M,40-59,3
2016,Mexiko,Amerika,M,40-59,1
2016,Togo,Afrika,W,20-39,1
2016,Vietnam,Asien,M,20-39,1
2016,Frankreich,Europa,W,20-39,11
2016,Albanien,Europa,W,0-19,1
2016,Iran,Asien,W,20-39,1
2016,Eritrea,Afrika,M,0-19,3
2016,Angola,Afrika,W,40-59,3
2016,Nigeria,Afrika,W,20-39,1
2016,Bangladesch,Asien,W,20-39,4
2016,Angola,Afrika,W,0-19,5
2016,Australien,Ozeanien,W,40-59,1
2016,Bosnien und Herzegowina,Europa,W,60-79,2
2016,Iran,Asien,M,40-59,2
2016,Albanien,Europa,M,40-59,1
2016,Albanien,Europa,W,20-39,1
2016,Kanada,Amerika,W,40-59,3
2016,Kolumbien,Amerika,W,40-59,2
2016,Spanien,Europa,M,40-59,19
2016,Bangladesch,Asien,M,20-39,12
2016,Eritrea,Afrika,M,20-39,1
2016,Rumaenien,Europa,W,40-59,2
2016,Ecuador,Amerika,W,0-19,1
2016,Slowakei,Europa,W,40-59,4
2016,Kolumbien,Amerika,M,20-39,1
2016,Kosovo,Europa,W,20-39,28
2016,Schweden,Europa,M,40-59,2
2016,Vietnam,Asien,W,60-79,1
2016,Ungarn,Europa,W,40-59,3
2016,Kroatien,Europa,M,0-19,7
2016,Sudan,Afrika,W,0-19,1
2016,Eritrea,Afrika,M,40-59,1
2016,Mazedonien,Europa,M,0-19,10
2016,Burkina Faso,Afrika,W,40-59,1
2016,Serbien,Europa,W,0-19,18
2016,Grossbritannien,Europa,M,80-99,1
2016,Italien,Europa,M,20-39,47
2016,Slowakei,Europa,M,60-79,1
2016,Luxemburg,Europa,M,20-39,2
2016,Kroatien,Europa,W,40-59,5
2016,Kenia,Afrika,M,0-19,0
2016,Malaysia,Asien,M,40-59,1
2016,Marokko,Afrika,W,20-39,5
2016,Daenemark,Europa,M,0-19,1
2016,Laos,Asien,W,20-39,1
2016,China,Asien,W,20-39,11
2016,Somalia,Afrika,M,20-39,3
2016,Finnland,Europa,W,60-79,3
2016,Spanien,Europa,M,20-39,12
2016,Mexiko,Amerika,W,20-39,5
2016,Malaysia,Asien,W,20-39,3
2016,Frankreich,Europa,W,40-59,8
2016,Philippinen,Asien,W,60-79,1
2016,Nigeria,Afrika,M,40-59,2
2016,Montenegro,Europa,M,40-59,1
2016,Armenien,Asien,W,20-39,1
2016,USA,Amerika,W,60-79,1
2016,Suedafrika,Afrika,W,40-59,1
2016,Costa Rica,Amerika,M,20-39,1
2016,Irak,Asien,M,20-39,13
2016,Litauen,Europa,M,20-39,1
2016,Spanien,Europa,W,20-39,13
2016,Dominikanische Republik,Amerika,W,20-39,6
2016,Tuerkei,Europa,W,40-59,14
2016,Frankreich,Europa,M,20-39,5
2016,Paraguay,Amerika,M,40-59,1
2016,Pakistan,Asien,W,0-19,10
2016,Georgien,Asien,M,20-39,1
2016,Oesterreich,Europa,W,40-59,5
2016,Nigeria,Afrika,M,20-39,2
2016,Oesterreich,Europa,W,0-19,5
2016,Grossbritannien,Europa,W,20-39,3
2016,Brasilien,Amerika,W,20-39,16
2016,Vietnam,Asien,W,20-39,2
2016,Aegypten,Afrika,M,0-19,2
2016,Montenegro,Europa,W,40-59,1
2016,USA,Amerika,M,40-59,10
2016,Libanon,Asien,M,20-39,3
2016,Albanien,Europa,W,40-59,1
2016,Somalia,Afrika,M,40-59,2
2016,Kongo (Kinshasa),Afrika,M,40-59,1
2016,Indien,Asien,M,0-19,4
2016,Bulgarien,Europa,W,40-59,6
2016,Liechtenstein,Europa,M,40-59,2
2016,Deutschland,Europa,M,80-99,1
2016,Aserbaidschan,Asien,W,20-39,1
2016,Australien,Ozeanien,W,0-19,1
2016,Kroatien,Europa,W,0-19,3
2016,Eritrea,Afrika,W,20-39,2
2016,Thailand,Asien,M,0-19,1
2016,Bosnien und Herzegowina,Europa,M,0-19,2
2016,Deutschland,Europa,M,40-59,137
2016,Schweden,Europa,W,40-59,5
2016,Thailand,Asien,W,20-39,8
2016,Deutschland,Europa,M,20-39,63
2016,Vietnam,Asien,W,40-59,1
2016,Ghana,Afrika,W,40-59,1
2016,Sri Lanka,Asien,M,60-79,1
2016,Nigeria,Afrika,M,0-19,1
2016,Slowakei,Europa,W,60-79,1
2016,Jordanien,Asien,M,40-59,1
2016,Deutschland,Europa,W,40-59,120
2016,Tuerkei,Europa,M,0-19,34
2016,Sri Lanka,Asien,W,20-39,5
2016,Finnland,Europa,W,40-59,1
2016,Ecuador,Amerika,M,20-39,2
2016,Italien,Europa,M,0-19,31
2016,Tuerkei,Europa,W,20-39,23
2016,Irak,Asien,M,0-19,17
2016,Belarus,Europa,W,40-59,1
2016,Costa Rica,Amerika,W,40-59,1
2016,Syrien,Asien,W,20-39,1
2016,Belgien,Europa,W,40-59,1
2016,Algerien,Afrika,M,40-59,1
2016,Kuba,Amerika,M,40-59,5
2016,Guinea,Afrika,M,40-59,1
2016,Mazedonien,Europa,W,0-19,14
2016,Kongo (Kinshasa),Afrika,W,20-39,4
2016,Tuerkei,Europa,M,60-79,2
2016,Oesterreich,Europa,W,20-39,3
2016,Kosovo,Europa,W,0-19,27
2016,Deutschland,Europa,W,0-19,64
2016,Iran,Asien,W,0-19,2
2016,Bosnien und Herzegowina,Europa,W,40-59,3
2016,Oesterreich,Europa,M,40-59,6
2016,Israel,Asien,M,20-39,3
2016,Eritrea,Afrika,W,0-19,1
2016,Aegypten,Afrika,W,0-19,2
2016,Griechenland,Europa,M,20-39,12
2016,Montenegro,Europa,M,0-19,2
2016,Usbekistan,Asien,W,0-19,2
2016,Somalia,Afrika,W,0-19,6
2016,Polen,Europa,W,40-59,5
2016,Mazedonien,Europa,W,40-59,6
2016,Kuba,Amerika,W,40-59,1
2016,Algerien,Afrika,W,20-39,2
2016,Jordanien,Asien,W,40-59,1
2016,Grossbritannien,Europa,M,0-19,3
2016,Tunesien,Afrika,M,40-59,2
2016,Ungarn,Europa,M,20-39,1
2016,Tschechische Republik,Europa,W,20-39,1
2016,Italien,Europa,W,0-19,21
2016,Irak,Asien,W,40-59,2
2016,Kanada,Amerika,M,0-19,3
2016,Luxemburg,Europa,W,40-59,2
2016,Spanien,Europa,W,0-19,4
2016,Bolivien,Amerika,M,20-39,2
2016,Liechtenstein,Europa,W,20-39,3
2016,Brasilien,Amerika,M,0-19,2
2016,Niederlande,Europa,W,40-59,4
2016,Aethiopien,Afrika,M,0-19,1
2016,Portugal,Europa,M,40-59,13
2016,Frankreich,Europa,M,40-59,12
2016,Kanada,Amerika,W,20-39,1
2016,Peru,Amerika,M,40-59,1
2016,Kolumbien,Amerika,W,20-39,7
2016,Deutschland,Europa,W,60-79,12
2016,Russland,Europa,W,20-39,16
2016,Oesterreich,Europa,W,60-79,2
2016,Indien,Asien,W,20-39,5
2016,Bulgarien,Europa,M,40-59,2
2016,Liechtenstein,Europa,M,20-39,1
2016,Bosnien und Herzegowina,Europa,W,20-39,7
2016,China,Asien,M,40-59,4
2016,Mazedonien,Europa,W,20-39,15
2016,Syrien,Asien,M,40-59,1
2016,Kirgisistan,Asien,W,40-59,1
2016,Russland,Europa,W,40-59,10
2016,Portugal,Europa,W,20-39,19
2016,Argentinien,Amerika,M,20-39,2
2016,Serbien,Europa,M,40-59,11
2016,Sri Lanka,Asien,W,60-79,2
2016,China,Asien,W,0-19,6
2016,Thailand,Asien,W,40-59,13
2016,Polen,Europa,M,20-39,2
2016,Spanien,Europa,M,60-79,4
2016,Niederlande,Europa,M,0-19,3
2016,Philippinen,Asien,W,40-59,1
2016,Finnland,Europa,M,40-59,1
2016,Philippinen,Asien,M,20-39,2
2016,Usbekistan,Asien,W,20-39,1
2016,Kongo (Kinshasa),Afrika,M,0-19,3
2016,Bulgarien,Europa,W,20-39,5
2016,Tuerkei,Europa,M,40-59,19
2016,Portugal,Europa,W,0-19,40
2016,Argentinien,Amerika,W,40-59,2
2016,Indonesien,Asien,W,40-59,1
2016,Australien,Ozeanien,M,40-59,1
2016,Marokko,Afrika,M,40-59,2
2016,Grossbritannien,Europa,M,20-39,5
2016,Mexiko,Amerika,M,20-39,3
2016,Grossbritannien,Europa,M,40-59,9
2016,Kroatien,Europa,W,20-39,7
2016,Argentinien,Amerika,W,20-39,5
2016,Iran,Asien,W,40-59,4
2016,Mongolei,Asien,M,20-39,1
2016,Kambodscha,Asien,W,20-39,1
2016,Liechtenstein,Europa,M,0-19,1
2016,Finnland,Europa,M,20-39,1
2016,Kanada,Amerika,M,60-79,1
2016,USA,Amerika,W,40-59,7
2016,Kamerun,Afrika,M,40-59,1
2016,Suedkorea,Asien,W,40-59,1
2016,Kroatien,Europa,M,60-79,2
2016,Tunesien,Afrika,M,0-19,3
2016,Iran,Asien,M,20-39,2
2016,Tschechische Republik,Europa,W,40-59,5
2016,Syrien,Asien,W,0-19,1
2016,Mazedonien,Europa,M,40-59,6
2016,Tuerkei,Europa,M,20-39,32
2016,Afghanistan,Asien,W,40-59,1
2016,Serbien,Europa,M,0-19,21
2016,Bangladesch,Asien,W,0-19,11
2016,Libanon,Asien,W,40-59,2
2016,Bosnien und Herzegowina,Europa,M,20-39,7
2016,Rumaenien,Europa,M,0-19,1
2016,Oesterreich,Europa,M,60-79,1
2016,Schweden,Europa,M,20-39,2
2016,Suedkorea,Asien,W,60-79,3
2016,Slowenien,Europa,M,20-39,1
2016,Russland,Europa,M,40-59,2
2016,Indien,Asien,W,40-59,3
2016,Sri Lanka,Asien,M,0-19,20
2016,Vietnam,Asien,M,60-79,1
2016,Brasilien,Amerika,W,40-59,6
2016,Israel,Asien,W,20-39,1
2016,Moldova,Europa,W,40-59,1
2016,Estland,Europa,M,0-19,1
2016,Burkina Faso,Afrika,M,40-59,1
2016,Belarus,Europa,M,40-59,1
2016,Brasilien,Amerika,M,40-59,4
2016,Finnland,Europa,M,60-79,1
2016,Mexiko,Amerika,W,40-59,1
2016,Iran,Asien,M,0-19,1
2016,Afghanistan,Asien,W,0-19,4
2016,Frankreich,Europa,M,0-19,15
2016,Estland,Europa,W,20-39,2
2016,Marokko,Afrika,M,0-19,7
2016,Dominikanische Republik,Amerika,W,0-19,10
2016,Griechenland,Europa,M,40-59,10
2016,Senegal,Afrika,M,40-59,1
2016,Kongo (Brazzaville),Afrika,W,40-59,2
2016,Nepal,Asien,W,20-39,1
2016,Ghana,Afrika,M,0-19,3
2016,Polen,Europa,M,0-19,2
2016,Kosovo,Europa,M,40-59,7
2016,Daenemark,Europa,W,40-59,3
2016,Israel,Asien,W,40-59,1
2016,Marokko,Afrika,W,40-59,2
2016,Ukraine,Europa,W,20-39,12
2016,Staat unbekannt,Unzuteilbar,M,0-19,1
2015,Eritrea,Afrika,W,0-19,4
2015,Kambodscha,Asien,W,0-19,1
2015,Eritrea,Afrika,M,0-19,3
2015,Vietnam,Asien,W,20-39,4
2015,Mazedonien,Europa,M,20-39,19
2015,Jordanien,Asien,W,20-39,1
2015,Tunesien,Afrika,M,40-59,1
2015,Aethiopien,Afrika,W,20-39,2
2015,Eritrea,Afrika,W,20-39,1
2015,Italien,Europa,M,20-39,56
2015,Bangladesch,Asien,M,20-39,19
2015,Bosnien und Herzegowina,Europa,W,40-59,14
2015,Grossbritannien,Europa,W,0-19,5
2015,Chinesisches Taipei,Asien,W,20-39,1
2015,Belgien,Europa,M,40-59,2
2015,Afghanistan,Asien,W,0-19,5
2015,Benin,Afrika,M,40-59,1
2015,Angola,Afrika,W,20-39,3
2015,Kroatien,Europa,M,0-19,5
2015,Angola,Afrika,W,0-19,4
2015,Polen,Europa,M,20-39,2
2015,Iran,Asien,W,0-19,1
2015,Slowenien,Europa,W,0-19,1
2015,Kenia,Afrika,M,0-19,0
2015,Bulgarien,Europa,M,40-59,3
2015,Russland,Europa,W,60-79,1
2015,Thailand,Asien,M,0-19,4
2015,Russland,Europa,M,40-59,3
2015,Dominikanische Republik,Amerika,W,40-59,3
2015,Serbien,Europa,W,20-39,39
2015,Guinea,Afrika,M,40-59,1
2015,Oesterreich,Europa,M,0-19,9
2015,Uganda,Afrika,M,40-59,1
2015,Spanien,Europa,W,40-59,27
2015,Oesterreich,Europa,M,60-79,1
2015,Spanien,Europa,W,0-19,14
2015,Montenegro,Europa,M,40-59,2
2015,Irak,Asien,W,40-59,6
2015,Philippinen,Asien,W,20-39,6
2015,Slowenien,Europa,W,40-59,1
2015,Slowakei,Europa,M,60-79,1
2015,Kosovo,Europa,M,40-59,11
2015,Suedafrika,Afrika,W,40-59,1
2015,Russland,Europa,M,60-79,1
2015,Togo,Afrika,M,0-19,1
2015,Kosovo,Europa,W,60-79,2
2015,Argentinien,Amerika,M,0-19,1
2015,Montenegro,Europa,W,20-39,1
2015,Australien,Ozeanien,M,40-59,3
2015,Togo,Afrika,W,40-59,2
2015,USA,Amerika,M,60-79,2
2015,Afghanistan,Asien,M,0-19,2
2015,Bolivien,Amerika,M,20-39,1
2015,Kosovo,Europa,M,60-79,4
2015,Japan,Asien,W,20-39,1
2015,USA,Amerika,M,40-59,11
2015,Kongo (Kinshasa),Afrika,M,20-39,1
2015,Kirgisistan,Asien,W,20-39,2
2015,Kasachstan,Asien,M,40-59,1
2015,Somalia,Afrika,M,0-19,16
2015,Thailand,Asien,W,0-19,3
2015,Portugal,Europa,W,0-19,44
2015,Indien,Asien,M,40-59,10
2015,USA,Amerika,W,0-19,2
2015,Portugal,Europa,W,20-39,18
2015,Libanon,Asien,M,0-19,4
2015,Chile,Amerika,W,20-39,2
2015,Brasilien,Amerika,M,0-19,2
2015,Guinea,Afrika,M,0-19,1
2015,Russland,Europa,W,0-19,9
2015,Pakistan,Asien,M,40-59,6
2015,Spanien,Europa,M,0-19,13
2015,Polen,Europa,M,40-59,3
2015,Marokko,Afrika,W,40-59,2
2015,Schweden,Europa,M,40-59,7
2015,Kroatien,Europa,M,60-79,4
2015,Somalia,Afrika,W,40-59,4
2015,Kongo (Kinshasa),Afrika,W,0-19,4
2015,Argentinien,Amerika,W,20-39,1
2015,Kosovo,Europa,W,40-59,12
2015,Montenegro,Europa,W,0-19,2
2015,Kolumbien,Amerika,M,20-39,3
2015,Tuerkei,Europa,M,0-19,51
2015,Spanien,Europa,W,80-99,1
2015,Tuerkei,Europa,M,20-39,45
2015,Tuerkei,Europa,W,20-39,37
2015,Libanon,Asien,W,40-59,2
2015,Polen,Europa,W,0-19,3
2015,Philippinen,Asien,M,20-39,2
2015,Suedafrika,Afrika,M,40-59,2
2015,Tschechische Republik,Europa,M,40-59,2
2015,Ecuador,Amerika,W,20-39,2
2015,Ecuador,Amerika,W,0-19,1
2015,Bosnien und Herzegowina,Europa,M,0-19,22
2015,Nepal,Asien,W,20-39,2
2015,Russland,Europa,M,20-39,12
2015,Kosovo,Europa,M,20-39,44
2015,Griechenland,Europa,M,20-39,6
2015,Chile,Amerika,M,0-19,4
2015,Frankreich,Europa,W,20-39,10
2015,USA,Amerika,M,0-19,3
2015,Peru,Amerika,W,20-39,6
2015,Deutschland,Europa,M,0-19,71
2015,Kosovo,Europa,M,0-19,39
2015,Thailand,Asien,W,20-39,8
2015,Guatemala,Amerika,M,20-39,1
2015,Finnland,Europa,W,40-59,3
2015,Italien,Europa,M,0-19,33
2015,Kamerun,Afrika,M,0-19,2
2015,Somalia,Afrika,W,0-19,12
2015,Mosambik,Afrika,W,20-39,1
2015,Senegal,Afrika,M,20-39,1
2015,Ghana,Afrika,W,0-19,2
2015,Nigeria,Afrika,M,0-19,2
2015,Libyen,Afrika,M,0-19,1
2015,Ruanda,Afrika,M,0-19,1
2015,Nigeria,Afrika,M,40-59,2
2015,Marokko,Afrika,M,0-19,2
2015,Philippinen,Asien,W,0-19,2
2015,Libyen,Afrika,M,40-59,1
2015,Estland,Europa,M,40-59,1
2015,Russland,Europa,M,0-19,7
2015,Philippinen,Asien,M,40-59,3
2015,Estland,Europa,M,20-39,1
2015,Kongo (Kinshasa),Afrika,W,20-39,3
2015,Litauen,Europa,W,20-39,2
2015,Kenia,Afrika,M,20-39,1
2015,Ghana,Afrika,M,60-79,1
2015,Russland,Europa,W,40-59,13
2015,Gambia,Afrika,M,40-59,2
2015,Belarus,Europa,M,20-39,1
2015,Guinea-Bissau,Afrika,M,40-59,1
2015,Ghana,Afrika,M,20-39,1
2015,Kambodscha,Asien,W,60-79,1
2015,Gambia,Afrika,M,0-19,1
2015,Elfenbeinkueste,Afrika,M,20-39,2
2015,Aethiopien,Afrika,W,40-59,1
2015,Elfenbeinkueste,Afrika,M,0-19,1
2015,Deutschland,Europa,M,80-99,1
2015,Kroatien,Europa,W,20-39,8
2015,Aethiopien,Afrika,M,40-59,1
2015,Guinea,Afrika,M,20-39,1
2015,Pakistan,Asien,M,60-79,1
2015,Ukraine,Europa,M,0-19,2
2015,Algerien,Afrika,M,0-19,4
2015,Ungarn,Europa,M,0-19,3
2015,Belarus,Europa,W,20-39,3
2015,Ukraine,Europa,M,20-39,1
2015,USA,Amerika,W,20-39,2
2015,Ukraine,Europa,W,40-59,6
2015,Ghana,Afrika,M,0-19,3
2015,Serbien,Europa,W,0-19,38
2015,Iran,Asien,M,40-59,8
2015,Venezuela,Amerika,M,40-59,1
2015,Niederlande,Europa,M,0-19,5
2015,Armenien,Asien,M,0-19,1
2015,Gambia,Afrika,M,20-39,5
2015,Bangladesch,Asien,W,0-19,10
2015,Guinea,Afrika,W,0-19,1
2015,Litauen,Europa,W,40-59,1
2015,Chile,Amerika,W,60-79,1
2015,Paraguay,Amerika,W,20-39,1
2015,Marokko,Afrika,M,40-59,5
2015,Chile,Amerika,M,40-59,2
2015,Suedkorea,Asien,W,40-59,2
2015,Serbien,Europa,W,60-79,4
2015,Oesterreich,Europa,W,0-19,2
2015,Peru,Amerika,W,0-19,2
2015,Indien,Asien,W,40-59,6
2015,Afghanistan,Asien,M,40-59,2
2015,Ungarn,Europa,W,0-19,5
2015,Belgien,Europa,W,0-19,2
2015,Algerien,Afrika,W,20-39,1
2015,Kosovo,Europa,W,20-39,52
2015,Luxemburg,Europa,M,20-39,1
